Symbol,CompanyName,Exchange,Industry,Website,Description,CEO,IssueType,Sector
"PFSI","PennyMac Financial Services Inc. Class A","New York Stock Exchange","Banks","http://www.pennymacfinancial.com","PennyMac Financial Services Inc provides mortgage loans to customers in the United States. The company's services span its main function of loan production and loan servicing which includes the recovery of loans and other related charges.","David Spector","cs","Financial Services"
"PFSW","PFSweb Inc.","NASDAQ Capital Market","Business Services","http://www.pfsweb.com","PFSweb Inc is a global commerce service provider using integrated technologies, professional services, and a worldwide network of systems and logistics to deliver global commerce solutions.","Michael C. Willoughby","cs","Industrials"
"PG","Procter & Gamble Company (The)","New York Stock Exchange","Consumer Packaged Goods","http://www.pginvestor.com","Procter & Gamble Co is a consumer goods company. The firm markets its products internationally through various channels which include mass merchandisers, grocery stores, membership club stores, drug stores, and department stores.","David S. Taylor","cs","Consumer Defensive"
"PGC","Peapack-Gladstone Financial Corporation","Nasdaq Global Select","Banks","http://www.pgbank.com","Peapack Gladstone Financial Corp provides commercial banking services. It also provides consumer banking services, including checking and savings account, residential mortgages, home equity lines of credit and other second mortgage loans.","Douglas L. Kennedy","cs","Financial Services"
"PGNX","Progenics Pharmaceuticals Inc.","Nasdaq Global Select","Biotechnology","http://www.progenics.com","Progenics Pharmaceuticals Inc is a biopharmaceutical company that develops innovative medicines and other technologies to identify, target and treat cancer. Its pipeline drugs include AZEDRA and 1095; 1404 and PyL; and imaging analysis tools.","Mark R. Baker","cs","Healthcare"
"PGR","Progressive Corporation (The)","New York Stock Exchange","Insurance - Property & Casualty","http://www.progressive.com","Progressive Corp is an insurance holding company which provides personal and commercial auto insurance, residential property insurance, and other specialty property-casualty insurance and related services.","Susan Patricia Griffith","cs","Financial Services"
"PGRE","Paramount Group Inc.","New York Stock Exchange","REITs","http://www.paramount-group.com","Paramount Group Inc is a real estate investment trust which focuses on owning, operating, managing, acquiring and redeveloping office properties.Its portfolio consists of over 12 Class A office properties aggregating nearly10.4 million square feet.","Albert Behler","cs","Real Estate"
"PGTI","PGT Innovations Inc.","New York Stock Exchange","Building Materials","http://www.pgtinnovations.com","PGT Innovations Inc, formerly PGT Inc is a manufacturer and supplier of impact-resistant aluminum and vinyl-framed windows and doors and offers a broad range of fully customizable window and door products.","Jeffrey T. Jackson","cs","Basic Materials"
"PH","Parker-Hannifin Corporation","New York Stock Exchange","Industrial Products","http://www.phstock.com","Parker Hannifin Corp is a diversified manufacturer of motion and control technologies and systems. It operates in two reportable business segments namely Diversified Industrial and Aerospace Systems.","Thomas L. Williams","cs","Industrials"
"PHH","PHH Corp","New York Stock Exchange","Banks","http://corporate.phh.com","PHH Corp provides end to end mortgage solutions in the United States. The company operates in two segments namely Mortgage Production and Mortgage Servicing.","Robert B. Crowl","cs","Financial Services"
"PHIIK","PHI Inc.","Nasdaq Global Select","Transportation & Logistics","http://www.phihelico.com","PHI Inc provides helicopter transportation services to, from, and among offshore facilities for customers engaged in the oil and gas exploration, development, and production industry.","Al A. Gonsoulin","cs","Industrials"
"PHM","PulteGroup Inc.","New York Stock Exchange","Homebuilding & Construction","http://www.pultegroupinc.com","PulteGroup Inc is engaged in the homebuilding business. Its business includes the acquisition and development of land for residential purposes within the U.S. It is also engaged in mortgage banking operations.","Ryan R Marshall","cs","Consumer Cyclical"
"PHX","Panhandle Oil and Gas Inc","New York Stock Exchange","Oil & Gas - E&P","http://www.panhandleoilandgas.com","Panhandle Oil and Gas Inc is engaged in the acquisition, management and development of non-operated oil and natural gas properties, including wells located on the its mineral and leasehold acreage.","Paul F. Blanchard","cs","Energy"
"PI","Impinj Inc.","Nasdaq Global Select","Computer Hardware","http://www.impinj.com","Impinj Inc provides radio frequency identification solutions. The company's software includes - ItemSense.","Chris Diorio","cs","Technology"
"PICO","PICO Holdings Inc.","Nasdaq Global Select","Real Estate Services","http://www.picoholdings.com","PICO Holdings Inc primarily invests in the water storage business in the United States. Its supplementary occupations include real estate activities and other investments.","Dorothy Timian-Palmer","cs","Real Estate"
"PII","Polaris Industries Inc.","New York Stock Exchange","Autos","http://www.polaris.com","Polaris Industries Inc designs and manufactures powersports vehicles including Off-Road Vehicles, All-Terrain Vehicles, side-by-side vehicles for recreational and utility use, Snowmobiles, Motorcycles, Commercial, Government and Defense vehicles.","Scott W. Wine","cs","Consumer Cyclical"
"PINC","Premier Inc.","Nasdaq Global Select","Application Software","https://www.premierinc.com","Premier Inc is a healthcare alliance. The Company together with its subsidiaries and affiliates, is a healthcare improvement company that unites hospitals, health systems, physicians and other healthcare providers.","Susan D. DeVore","cs","Technology"
"PIR","Pier 1 Imports Inc.","New York Stock Exchange","Retail - Apparel & Specialty","http://www.pier1.com","Pier 1 Imports Inc acts as a retailer of decorative accessories, furniture, candles, homeware, gifts and seasonal products. It operates through retail stores and an e-commerce website under the brand Pier 1 Imports.","Alasdair James","cs","Consumer Cyclical"
"PIRS","Pieris Pharmaceuticals Inc.","NASDAQ Capital Market","Biotechnology","http://www.pieris.com","Pieris Pharmaceuticals Inc is a clinical-stage biopharmaceutical company engaged in discovering and developing Anticalin class of biotherapeutics for patients with diseases in which there is high unmet medical needs.","Stephen S. Yoder","cs","Healthcare"
"PJC","Piper Jaffray Companies","New York Stock Exchange","Asset Management","http://www.piperjaffray.com","Piper Jaffray Cos is an investment bank and asset management firm, serving the needs of corporations, private equity groups, public entities, non-profit entities and institutional investors in the U.S. and internationally.","Chad R. Abraham","cs","Financial Services"
"PJT","PJT Partners Inc. Class A","New York Stock Exchange","Brokers & Exchanges","http://www.pjtpartners.com","PJT Partners Inc is a United States-based company. It delivers strategic advisory, restructuring and special situations and fund placement and secondary advisory services to corporations, financial sponsors, institutional investors and governments.","Paul J. Taubman","cs","Financial Services"
"PK","Park Hotels & Resorts Inc.","New York Stock Exchange","REITs","http://www.pkhotelsandresorts.com","Park Hotels & Resorts Inc is a lodging real estate company. It portfolio consists of approximately 67 premium-branded hotels and resorts with over 35,000 rooms located in prime United States and internationally.","Thomas J. Baltimore","cs","Real Estate"
"PKBK","Parke Bancorp Inc.","NASDAQ Capital Market","Banks","http://www.parkebank.com","Parke Bancorp Inc is a bank holding company. It operates as a commercial bank providing personal and financial services to individuals and small to mid-sized businesses in various states of USA. It provides commercial loan products and retail banking.","Vito S. Pantilione","cs","Financial Services"
"PKE","Park Electrochemical Corporation","New York Stock Exchange","Semiconductors","http://www.parkelectro.com","Park Electrochemical Corp develops, manufactures, markets and sells digital and radio frequency microwave printed circuit materials products for the telecommunications and internet infrastructure and high-end computing markets.","Brian E. Shore","cs","Technology"
"PKG","Packaging Corporation of America","New York Stock Exchange","Packaging & Containers","http://www.packagingcorp.com","Packaging Corp of America is a producer of container board and corrugated products in the US. Further, it also produces multi-color boxes and displays, as well as meat boxes and wax-coated boxes for the agricultural industry.","Mark W. Kowlzan","cs","Consumer Cyclical"
"PKI","PerkinElmer Inc.","New York Stock Exchange","Medical Diagnostics & Research","http://www.perkinelmer.com","PerkinElmer Inc is a diagnostics company that provides instruments, consumables, and services to biomedical, chemical and to general industrial markets. It operates in two segments namely Discovery and Analytical Solutions and Diagnostics.","Robert F. Friel","cs","Healthcare"
"PKOH","Park-Ohio Holdings Corp.","Nasdaq Global Select","Industrial Distribution","http://www.pkoh.com","Park-Ohio Holdings Corp is a United States based company, engaged in industrial supply chain logistics and diversified manufacturing business. It operates in three business segment namely Supply Technologies, Assembly Components and Engineered Products.","Matthew V. Crawford","cs","Industrials"
"PLAB","Photronics Inc.","Nasdaq Global Select","Semiconductors","http://www.photronics.com","Photronics Inc is principally engaged in manufacturing photomasks which are used as masters to transfer circuit patterns onto semiconductor wafers and flat panel substrates.","Peter S. Kirlin","cs","Technology"
"PLAY","Dave & Buster's Entertainment Inc.","Nasdaq Global Select","Restaurants","http://www.daveandbusters.com","Dave & Buster's Entertainment Inc is an owner and operator of high-volume venues that combine dining and entertainment in North America for both adults and families.","Brian Jenkins","cs","Consumer Cyclical"
"PLCE","Children's Place Inc. (The)","Nasdaq Global Select","Retail - Apparel & Specialty","http://www.childrensplace.com","Children's Place Inc is an apparel retailer that operates stores in North America and sells through its website and wholesale. It designs, contracts to manufacture, and sells merchandise under the brand names The Children's Place, Place and Baby Place.","Jane Elfers","cs","Consumer Cyclical"
"PLD","Prologis Inc.","New York Stock Exchange","REITs","http://www.prologis.com","Prologis Inc is a real estate investment trust that develops, acquires, and operates industrial and logistics facilities across over 18 countries. It operates in two business segments that are Real Estate Operations and Strategic Capital.","Hamid R. Moghadam","cs","Real Estate"
"PLNT","Planet Fitness Inc.","New York Stock Exchange","Travel & Leisure","http://www.planetfitness.com","Planet Fitness Inc is a franchisor and operator of fitness centers in the United States. It has approximately more than 8.7 million members and more than 1,200 stores in 47 states, the District of Columbia, Puerto Rico, Canada and the Dominican Republic.","Chris Rondeau","cs","Consumer Cyclical"
"PLOW","Douglas Dynamics Inc.","New York Stock Exchange","Autos","http://www.douglasdynamics.com","Douglas Dynamics Inc manufacturer and upfitter of commercial vehicle attachments and equipment. Its products include snow plows, sand and salt spreaders, and turf-care equipment sold under the Blizzard, Fisher, Snowex, Western, and Turfex brands.","James L. Janik","cs","Consumer Cyclical"
"PLPC","Preformed Line Products Company","Nasdaq Global Select","Computer Hardware","http://www.preformed.com","Preformed Line Products Co is a designer and manufacturer of products and systems for construction and maintenance of overhead and underground networks for the energy, telecommunication, cable operators, data communication and other industries.","Robert G. Ruhlman","cs","Technology"
"PLSE","Pulse Biosciences Inc","NASDAQ Capital Market","Medical Instruments & Equipment","http://www.pulsebiosciences.com","Pulse Biosciences Inc is a development stage medical device company using a novel and proprietary platform technology called Nano-Pulse Electro-Signaling or NPES for biomedical applications.","Darrin R. Uecker","cs","Healthcare"
"PLT","Plantronics Inc.","New York Stock Exchange","Communication Equipment","http://www.plantronics.com","Plantronics Inc is a manufacturer of communication equipment. It designs and markets communications headsets, telephone headset systems, and accessories for the business and consumer markets under the Plantronic brand.","Joseph B. Burton","cs","Technology"
"PLUG","Plug Power Inc.","NASDAQ Capital Market","Computer Hardware","http://www.plugpower.com","Plug Power Inc provides alternative energy technology. It is engaged in the design, development, commercialization and manufacture of hydrogen fuel cell systems used for the industrial off-road market and the stationary power market.","Andrew Marsh","cs","Technology"
"PLUS","ePlus inc.","Nasdaq Global Select","Application Software","http://www.eplus.com","ePlus Inc is engaged in the sales of information technology hardware, third-party software, professional engineering services, & third-party maintenance contracts & its proprietary software as well as financing of equipment, software & related services.","Mark P. Marron","cs","Technology"
"PLXS","Plexus Corp.","Nasdaq Global Select","Computer Hardware","http://www.plexus.com","Plexus Corp is an electronic equipment manufacturer. It delivers optimized product realization solutions through a product realization value stream services model.","","cs","Technology"
"PM","Philip Morris International Inc","New York Stock Exchange","Tobacco Products","http://www.pmi.com","Philip Morris International Inc is a holding company. It manufactures and sells cigarettes and other tobacco products in markets outside the United States of America.","Andre Calantzopoulos","cs","Consumer Defensive"
"PMBC","Pacific Mercantile Bancorp","Nasdaq Global Select","Banks","http://www.pmbank.com","Pacific Mercantile Bancorp, through its subsidiary, is engaged in the commercial banking business in Southern California. It offers various banking services including accepting deposits, providing loans, and other services.","Thomas M. Vertin","cs","Financial Services"
"PMT","PennyMac Mortgage Investment Trust of Beneficial Interest","New York Stock Exchange","REITs","http://www.pennymacmortgageinvestmenttrust.com","PennyMac Mortgage Investment Trust is a real estate investment trust.The company operates through four segments namely correspondent production, credit sensitive strategies, interest rate sensitive strategies and corporate activities.","David Spector","cs","Real Estate"
"PNC","PNC Financial Services Group Inc. (The)","New York Stock Exchange","Banks","https://www.pnc.com","PNC Financial Services Group Inc operates in the financial services domain. Its main business includes retail banking, corporate and institutional banking, asset management and residential mortgage banking.","William S. Demchak","cs","Financial Services"
"PNFP","Pinnacle Financial Partners Inc.","Nasdaq Global Select","Banks","https://www.pnfp.com","Pinnacle Financial Partners Inc is a financial service provider. The company operates through its wholly owned subsidiary, Pinnacle Bank. It offers banking, investment, trust, mortgage and insurance products, and services.","M. Terry Turner","cs","Financial Services"
"PNK","Pinnacle Entertainment Inc.","Nasdaq Global Select","Travel & Leisure","https://www.pnk.com","Pinnacle Entertainment Inc is a United Stated based company which owns and operates gaming entertainment properties. It also holds an interest in racing license owner and management contract for Retama Park Racetrack.","Anthony M. Sanfilippo","cs","Consumer Cyclical"
"PNM","PNM Resources Inc. (Holding Co.)","New York Stock Exchange","Utilities - Regulated","http://www.pnmresources.com","PNM Resources Inc is an investor-owned holding company which owns regulated utilities providing electricity and electric services in New Mexico and Texas. It provides electric generation, transmission, and distribution services.","Patricia K. Collawn","cs","Utilities"
"PNR","Pentair plc.","New York Stock Exchange","Industrial Products","http://www.pentair.com","Pentair PLC is engaged in manufacturing pumps for commercial and residential applications, including sump pumps, well pumps, and fire-protection pumps. It also provides advanced connectors and fasteners and protection for sensitive electronics.","John L. Stauch","cs","Industrials"
"PNW","Pinnacle West Capital Corporation","New York Stock Exchange","Utilities - Regulated","http://www.pinnaclewest.com","Pinnacle West Capital Corp is an investor owned electric utility holding company based in Phoenix, Arizona. It provides retail or/and wholesale electric service through its subsidiary Arizona Public Service.","Donald E. Brandt","cs","Utilities"
"PODD","Insulet Corporation","Nasdaq Global Select","Medical Devices","http://www.insulet.com","Insulet Corp is a medical device company based in Billerica, Massachusetts. The company develops, manufactures and sells OmniPod Insulin Management System, an insulin infusion system for people with insulin-dependent diabetes.","Patrick J. Sullivan","cs","Healthcare"
"POL","PolyOne Corporation","New York Stock Exchange","Chemicals","http://www.polyone.com","PolyOne Corp is a chemical manufacturer that provides specialized polymer materials, services and solutions with operations in specialty polymer formulations, color and additive systems, plastic sheet and packaging solutions and polymer distribution.","Robert M. Patterson","cs","Basic Materials"
"POOL","Pool Corporation","Nasdaq Global Select","Travel & Leisure","http://www.poolcorp.com","Pool Corp is a wholesale distributor of swimming pool supplies, equipment and related leisure products. It also distributes irrigation and landscape products in the United States.","Manuel J. Perez De La Mesa","cs","Consumer Cyclical"
"POR","Portland General Electric Co","New York Stock Exchange","Utilities - Regulated","http://www.portlandgeneral.com","Portland General Electric Co is a vertically integrated electric utility. It is engaged in the generation, wholesale purchase, transmission, distribution, and retail sale of electricity in the State of Oregon.","Maria M. Pope","cs","Utilities"
"POST","Post Holdings Inc.","New York Stock Exchange","Consumer Packaged Goods","http://www.postholdings.com","Post Holdings Inc is a consumer packaged goods company producing and selling cereals, egg products, refrigerated potato and dairy items, private-label nut butters, and protein shakes, bars, and powders.","","cs","Consumer Defensive"
"POWI","Power Integrations Inc.","Nasdaq Global Select","Semiconductors","http://www.powerint.com","Power Integrations Inc designs, develops and markets analog, mixed-signal integrated circuits, and other electronic components and circuitry used in power conversion. The company's product is used in converting electricity.","Balu Balakrishnan","cs","Technology"
"POWL","Powell Industries Inc.","Nasdaq Global Select","Industrial Products","http://www.powellind.com","Powell Industries Inc develops industrial goods. Its custom engineered equipment and systems find use in control of electrical energy and other critical processes.","Brett A. Cope","cs","Industrials"
"PPBI","Pacific Premier Bancorp Inc","Nasdaq Global Select","Banks","http://www.ppbi.com","Pacific Premier Bancorp Inc, through its subsidiaries, provides banking products and services. It offers cash management, electronic banking services, credit facilities and retirement accounts, among others.","Steven R. Gardner","cs","Financial Services"
"PPC","Pilgrim's Pride Corporation","Nasdaq Global Select","Consumer Packaged Goods","http://www.pilgrims.com","Pilgrims Pride Corp engages in processing, marketing, and distribution fresh, frozen and value-added chicken products to retailers, grocers, distributors and food service operators. It offers chickens as a whole and different cuts.","William W. Lovette","cs","Consumer Defensive"
"PPG","PPG Industries Inc.","New York Stock Exchange","Chemicals","http://www.ppg.com","PPG Industries Inc is engaged in manufacturing and distributing coatings, specialty materials and glass products. It sells its products to a wide variety of end users, including the automotive, aerospace, construction, and industrial markets.","Michael H. McGarry","cs","Basic Materials"
"PPL","PPL Corporation","New York Stock Exchange","Utilities - Regulated","http://www.pplweb.com","PPL Corp is an energy and utility holding company operating through its subsidiaries. The company generates and markets electricity in the northeastern and western U.S. and in the delivery of electricity in Pennsylvania and the U.K.","William H. Spence","cs","Utilities"
"PQG","PQ Group Holdings Inc.","New York Stock Exchange","Chemicals","http://www.pqcorp.com","PQ Holdings Inc manufactures integrated manufacturer of specialty inorganic performance chemicals, specialty catalysts, and specialty glass materials. Its segments include performance chemicals, catalysts, and specialty glass materials.","Belgacem Chariag","cs","Basic Materials"
"PRA","ProAssurance Corporation","New York Stock Exchange","Insurance - Property & Casualty","http://www.proassurance.com","Proassurance Corp is a property and casualty insurance company that provides professional liability insurance for healthcare professionals and facilities, professional liability insurance for attorneys, and liability insurance for medical technology.","William Stancil Starnes","cs","Financial Services"
"PRAA","PRA Group Inc.","Nasdaq Global Select","Credit Services","http://www.pragroup.com","PRA Group Inc is a United States-based company that primarily acquires, collects, and processes nonperforming loans. The company generates the majority of its sales from the United States.","Kevin P. Stevenson","cs","Financial Services"
"PRAH","PRA Health Sciences Inc.","Nasdaq Global Select","Medical Diagnostics & Research","http://www.prahs.com","PRA Health Sciences Inc is a United State based full-service global contract research organization. It provides a broad range of product development services for pharmaceutical and biotechnology companies around the world.","Colin Shannon","cs","Healthcare"
"PRFT","Perficient Inc.","Nasdaq Global Select","Application Software","http://www.perficient.com","Perficient Inc provides a variety of information technology services such as big data analytics, technology platform implementations, enterprise content management, portals and collaboration, management consulting, business integration and others.","Jeffrey S. Davis","cs","Technology"
"PRGO","Perrigo Company plc","New York Stock Exchange","Drug Manufacturers","http://www.perrigo.com","Perrigo Co PLC is a healthcare company providing branded OTC products throughout Europe and the USA. It sells its products primarily in North America and Europe, as well as in other markets, including Australia, Israel and China.","Uwe Röhrhoff","cs","Healthcare"
"PRGS","Progress Software Corporation","Nasdaq Global Select","Application Software","http://www.progress.com","Progress Software Corp is involved in application development, empowering enterprises to build mission critical business applications. It offers spanning web, mobile and data for on-premise and cloud environments.","Yogesh K. Gupta","cs","Technology"
"PRGX","PRGX Global Inc.","Nasdaq Global Select","Business Services","http://www.prgx.com","PRGX Global Inc offers recovery audit and spend analytics services. It provides accounts payable recovery audit services to businesses and government agencies.","Ronald E. Stewart","cs","Industrials"
"PRI","Primerica Inc.","New York Stock Exchange","Insurance - Life","http://www.primerica.com","Primerica Inc is a life insurance company that distributes its products to middle income households in the United States and Canada. The company assists its clients in terms of life insurance, mutual funds, annuities and other financial products.","Glenn J. Williams","cs","Financial Services"
"PRIM","Primoris Services Corporation","Nasdaq Global Select","Engineering & Construction","http://www.primoriscorp.com","Primoris Services Corp provides construction, maintenance, replacement, water and waste-water and engineering services to public utilities, petrochemical companies, energy companies and municipalities.","David L. King","cs","Industrials"
"PRK","Park National Corporation","NYSE American","Banks","http://www.parknationalcorp.com","Park National Corp is a financial bank holding company. It provides commercial banking services to small and medium population Ohio communities.","David L. Trautman","cs","Financial Services"
"PRLB","Proto Labs Inc.","New York Stock Exchange","Industrial Products","http://www.protolabs.com","Proto Labs Inc is an online and technology-enabled manufacturer of on-demand three-dimensional printed, computer numerical control machined and injection-molded custom parts for prototyping and short-run production.","Victoria M. Holt","cs","Industrials"
"PRMW","Primo Water Corporation","NASDAQ Global Market","Beverages - Non-Alcoholic","http://www.primowater.com","Primo Water Corp is a provider of multi-gallon purified bottled water, self-service refill water and water dispensers sold through retailers in the United States and Canada.","Matthew T. Sheehan","cs","Consumer Defensive"
"PRO","PROS Holdings Inc.","New York Stock Exchange","Application Software","http://www.pros.com","Pros Holdings Inc is a provider of cloud-based revenue and profit realization software solutions to business-to-business and business-to-consumer companies. Its solutions assist customers in growing revenue, modernizing business processes, and others.","Andres D. Reiner","cs","Technology"
"PRPL","Purple Innovation Inc.","NASDAQ Capital Market","Manufacturing - Apparel & Furniture","http://www.globalpartnerac.com","Purple Innovation Inc designs, manufactures and sells a range of comfort technology offerings, including mattresses, a pillow, cushions, sheets, bed platforms and other products.","Terry V. Pearce","cs","Consumer Cyclical"
"PRSC","The Providence Service Corporation","Nasdaq Global Select","Health Care Providers","https://www.prscholdings.com","Providence Service Corp s an US based company, provides and manages government sponsored non-emergency transportation and workforce development services.","R. Carter Pate","cs","Healthcare"
"PRSP","Perspecta Inc.","New York Stock Exchange","Application Software","https://www.perspecta.com","Perspecta Inc provides IT solutions. The company provides end end-to-end, technology-focused solutions, leveraging the full spectrum of its offerings and industry expertise to ensure broader access to customers, capabilities and contract vehicles.","John M. Curtis","cs","Technology"
"PRTA","Prothena Corporation plc","Nasdaq Global Select","Biotechnology","http://www.prothena.com","Prothena Corp PLC is a biotechnology company. It discovers and develops novel antibodies for the potential treatment of a broad range of diseases that involve protein misfolding or cell adhesion.","Gene Kinney","cs","Healthcare"
"PRTK","Paratek Pharmaceuticals Inc.","NASDAQ Global Market","Biotechnology","http://www.paratekpharm.com","Paratek Pharmaceuticals Inc is a clinical-stage biopharmaceutical company. It is focused on the development and commercialization of therapeutics based upon tetracycline chemistry.","Michael Bigham","cs","Healthcare"
"PRTY","Party City Holdco Inc.","New York Stock Exchange","Retail - Apparel & Specialty","http://www.partycity.com","Party City Holdco Inc is a party goods retailer in North America. It designs, manufactures, contracts for manufacture and distributes party goods, including paper and plastic tableware, metallic and latex balloons, accessories, novelties and among others.","James M. Harrison","cs","Consumer Cyclical"
"PRU","Prudential Financial Inc.","New York Stock Exchange","Insurance - Life","http://www.prudential.com","Prudential Financial Inc offers annuities, life insurance, retirement plan services, and asset management products to individual and institutional customers in the United States, Asia, Europe and Latin America.","John R. Strangfeld","cs","Financial Services"
"PSA","Public Storage","New York Stock Exchange","REITs","http://www.publicstorage.com","Public Storage is a part of the real estate sector. It is engaged in the acquisition, development, ownership and operation of self-storage facilities.","","cs","Real Estate"
"PSB","PS Business Parks Inc.","New York Stock Exchange","REITs","http://www.psbusinessparks.com","PS Business Parks Inc is a fully-integrated, self-advised and self-managed real estate investment trust. The company owns, operates, acquires and develops commercial properties, including multi-tenant flex, office and industrial space.","Maria R. Hawthorne","cs","Real Estate"
"PSDO","Presidio Inc.","Nasdaq Global Select","Application Software","http://www.presidio.com","Presidio Inc is a provider of information technology solutions to the middle market in North America. Its services include consulting, data analytics, deployment and integration, Internet of Things (IoT) solutions, cloud and hosting solutions.","Robert Cagnazzi","cs","Technology"
"PSMT","PriceSmart Inc.","Nasdaq Global Select","Retail - Defensive","http://www.pricesmart.com","Pricesmart Inc through its subsidiaries is engaged in the ownership and operation of membership shopping warehouse clubs under the trade name PriceSmart in Central America and the Caribbean.","","cs","Consumer Defensive"
"PSTG","Pure Storage Inc. Class A","New York Stock Exchange","Computer Hardware","http://www.purestorage.com","Pure Storage Inc provides data storage services. It provides flash optimized software, flash array hardware and cloud based management services.","Charles H. Giancarlo","cs","Technology"
"PSX","Phillips 66","New York Stock Exchange","Oil & Gas - Refining & Marketing","http://www.phillips66.com","Phillips 66 is an oil and gas company that purchases for resale and markets refined petroleum products. Its joint venture operates facilities in the United States and the Middle East and primarily produces olefins and polyolefins.","Greg Garland","cs","Energy"
"PTC","PTC Inc.","Nasdaq Global Select","Application Software","http://www.ptc.com","PTC Inc is a US-based company develops and delivers technology solutions comprised of software and services that help companies design products, manage product information and improve their product development and services processes.","James E. Heppelmann","cs","Technology"
"PTCT","PTC Therapeutics Inc.","Nasdaq Global Select","Biotechnology","http://www.ptcbio.com","PTC Therapeutics Inc is a biopharmaceutical company. It is focused on the discovery and development of orally administered, proprietary small-molecule drugs that target post-transcriptional control processes.","Stuart W. Peltz","cs","Healthcare"
"PTEN","Patterson-UTI Energy Inc.","Nasdaq Global Select","Oil & Gas - Drilling","http://www.patenergy.com","Patterson-UTI Energy Inc is a North America-based land rig drilling contractors. It operates in three segments namely, Contract Drilling Services, Pressure Pumping Services, and Oil and Natural Gas Exploration and Production.","William Andrew Hendricks","cs","Energy"
"PTI","Proteostasis Therapeutics Inc.","NASDAQ Global Market","Biotechnology","http://www.proteostasis.com","Proteostasis Therapeutics Inc operates in the healthcare sector of United States. Its business involves the discovery and development of therapeutics to correct the imbalance of the protein biosynthesis process.","Meenu Chhabra","cs","Healthcare"
"PTLA","Portola Pharmaceuticals Inc.","Nasdaq Global Select","Biotechnology","http://www.portola.com","Portola Pharmaceuticals Inc is engaged in the healthcare sector. It develops & commercializes novel therapeutics to combat thrombosis, hematologic disorders & inflammation.","","cs","Healthcare"
"PTN","Palatin Technologies Inc.","NYSE American","Medical Diagnostics & Research","http://www.palatin.com","Palatin Technologies Inc is a biopharmaceutical company engaged in developing targeted, receptor-specific peptide therapeutics for the treatment of diseases with unmet medical need and commercial potential.","Carl Spana","cs","Healthcare"
"PTSI","P.A.M. Transportation Services Inc.","NASDAQ Global Market","Transportation & Logistics","https://www.pamtransport.com","P.A.M. Transportation Services Inc through its subsidiaries operates as a truckload transportation and logistics company. The company is a truckload dry-van carrier, transporting general commodities throughout the continental United States and Canada.","Daniel H. Cushman","cs","Industrials"
"PTVCB","Protective Insurance Corporation Class B (nonvoting) Common Stock","NASDAQ Global Market","Insurance - Property & Casualty","http://www.baldwinandlyons.com","Baldwin & Lyons Inc is a US company which is engaged in marketing and underwriting property and casualty insurance and also acts as a reinsurer for limited risk. It also provides private passenger automobile products and workers' compensation.","William Randall Birchfield","cs","Financial Services"
"PUB","People's Utah Bancorp","NASDAQ Capital Market","Banks","http://www.peoplesutah.com","People's Utah Bancorp is a bank holding company. Its subsidiaries offer a full range of short-term to long-term commercial, personal and mortgage loans. It also offers mortgage loans secured by personal residences.","Len E. Williams","cs","Financial Services"
"PUMP","ProPetro Holding Corp.","New York Stock Exchange","Oil & Gas - Services","http://www.propetroservices.com","ProPetro Holding Corp is an oilfield services company providing hydraulic fracturing and other complementary services to upstream oil and gas companies.","Dale Redman","cs","Energy"
"PVAC","Penn Virginia Corporation","Nasdaq Global Select","Oil & Gas - E&P","http://www.pennvirginia.com","Penn Virginia Corp is an independent oil and gas company. The company is engaged in the exploration, development, and production of crude oil, natural gas liquids, and natural gas in onshore regions of the United States.","John A. Brooks","cs","Energy"
"PVBC","Provident Bancorp Inc.","NASDAQ Capital Market","Banks","http://www.theprovidentbank.com","Provident Bancorp Inc provides a range of banking products and services to small and medium-sized commercial customers. The company, through its subsidiary, is a Massachusetts-chartered stock savings bank.","David P. Mansfield","cs","Financial Services"
"PVH","PVH Corp.","New York Stock Exchange","Manufacturing - Apparel & Furniture","http://www.pvh.com","PVH Corp is apparel company, which designs and markets branded dress shirts, neckwear, sportswear, jeanswear, intimate apparel, swim products, handbags, footwear and other related products. Its brands include Tommy Hilfiger and Calvin Klein.","Emanuel Chirico","cs","Consumer Cyclical"
"PWOD","Penns Woods Bancorp Inc.","Nasdaq Global Select","Banks","https://www.jssb.com","Penns Woods Bancorp Inc is a bank holding company. It is engaged in a full-service commercial banking business, making available to the community a range of financial services including installment loans, credit cards, among others.","Richard Grafmyre","cs","Financial Services"
"PWR","Quanta Services Inc.","New York Stock Exchange","Engineering & Construction","http://www.quantaservices.com","Quanta Services Inc is a provider of specialty contracting services. The company offers infrastructure solutions to the electric power and oil and gas industries in North America and in select international markets.","Earl C. Austin","cs","Industrials"
"PX","Praxair Inc.","New York Stock Exchange","Chemicals","http://www.praxair.com","Praxair Inc is a supplier of gas in the United States. It produces, distributes and sells atmospheric and process gases and surface coatings in North America, Europe, South America, and Asia. Its products are oxygen, helium, nitrogen and specialty gases.","Stephen F. Angel","cs","Basic Materials"
"PXD","Pioneer Natural Resources Company","New York Stock Exchange","Oil & Gas - E&P","http://www.pxd.com","Pioneer Natural Resources Co is an independent oil and gas exploration and production company with operations in the United States. Its focus includes the Permian Basin and Eagle Ford Shale regions of Texas.","Timothy L. Dove","cs","Energy"
